cf_id,contact_id,company_name,description, goal , pledged ,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit," $9,700.00 "," $1,146.00 ",failed,23,CA,CAD,3/5/21,3/14/21,cat08,scat015
684,5825,Salazar-Moon,Compatible needs-based architecture," $4,000.00 "," $11,948.00 ",successful,187,US,USD,9/3/20,7/16/21,cat05,scat011
385,3564,Larsen-Chung,Right-sized zero tolerance migration," $59,700.00 "," $135,132.00 ",successful,2875,GB,GBP,12/28/20,12/26/21,cat04,scat04
3007,2396,Anderson and Sons,Quality-focused reciprocal structure," $5,500.00 "," $9,546.00 ",successful,88,US,USD,3/7/21,5/28/21,cat04,scat04
2612,2140,Lawrence Group,Automated actuating conglomeration," $3,700.00 "," $13,755.00 ",successful,191,US,USD,4/23/21,1/26/22,cat02,scat02
807,3079,Gray-Davis,Re-contextualized local initiative," $5,200.00 "," $8,330.00 ",successful,139,US,USD,3/12/21,10/7/21,cat02,scat02
2087,2017,Ramirez-Myers,Switchable intangible definition, $900.00 ," $14,547.00 ",successful,186,US,USD,11/25/20,10/16/21,cat02,scat08
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative," $1,600.00 "," $11,735.00 ",successful,112,AU,AUD,7/24/21,9/11/21,cat04,scat04
2944,2216,"Williams, Perez and Villegas",Robust directional system engine," $1,800.00 "," $10,658.00 ",successful,101,US,USD,1/25/21,7/21/21,cat04,scat04
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology," $9,900.00 "," $1,870.00 ",failed,75,US,USD,5/12/21,1/18/22,cat04,scat04
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity," $5,200.00 "," $14,394.00 ",successful,206,GB,GBP,7/5/21,10/15/21,cat05,scat05
3051,3475,Smith-Gonzalez,Polarized needs-based approach," $5,400.00 "," $14,743.00 ",successful,154,US,USD,3/30/21,6/2/21,cat05,scat020
2777,4333,Skinner PLC,Intuitive well-modulated middleware," $112,300.00 "," $178,965.00 ",successful,5966,US,USD,7/1/21,8/19/21,cat04,scat04
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices," $189,200.00 "," $128,410.00 ",failed,2176,US,USD,10/19/21,10/24/21,cat04,scat04
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence, $900.00 ," $14,324.00 ",successful,169,US,USD,5/15/21,12/2/21,cat05,scat05
763,5967,Brown-Parker,Down-sized coherent toolset," $22,500.00 "," $164,291.00 ",successful,2106,US,USD,1/23/21,6/25/21,cat04,scat04
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse," $167,400.00 "," $22,073.00 ",failed,441,US,USD,3/10/21,4/6/21,cat05,scat05
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency," $2,700.00 "," $1,479.00 ",failed,25,US,USD,8/13/21,11/21/21,cat02,scat08
2889,3841,Perry PLC,Mandatory uniform matrix," $3,400.00 "," $12,275.00 ",successful,131,US,USD,6/23/20,5/10/21,cat02,scat02
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative," $49,700.00 "," $5,098.00 ",failed,127,US,USD,1/17/21,12/9/21,cat04,scat04
2905,3895,Fleming-Oliver,Managed stable function," $178,200.00 "," $24,882.00 ",failed,355,US,USD,2/10/21,7/26/21,cat05,scat05
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration," $7,200.00 "," $2,912.00 ",failed,44,GB,GBP,7/18/20,1/31/21,cat04,scat04
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement," $2,500.00 "," $4,008.00 ",successful,84,US,USD,12/26/20,4/4/21,cat04,scat04
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium," $5,300.00 "," $9,749.00 ",successful,155,US,USD,12/8/20,9/5/21,cat04,scat04
1696,2511,King Ltd,Visionary systemic process improvement," $9,100.00 "," $5,803.00 ",failed,67,US,USD,3/29/21,6/11/21,cat08,scat015
1559,4272,Baker Ltd,Progressive intangible flexibility," $6,300.00 "," $14,199.00 ",successful,189,US,USD,4/18/21,12/22/21,cat01,scat01
1405,3533,"Baker, Collins and Smith",Reactive real-time software," $114,400.00 "," $196,779.00 ",successful,4799,US,USD,9/13/21,12/16/21,cat05,scat05
521,3618,Warren-Harrison,Programmable incremental knowledge user," $38,900.00 "," $56,859.00 ",successful,1137,US,USD,4/20/20,1/21/21,cat06,scat010
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty," $135,500.00 "," $103,554.00 ",failed,1068,US,USD,6/20/21,11/12/21,cat04,scat04
2808,4102,Flores-Lambert,Triple-buffered logistical frame," $109,000.00 "," $42,795.00 ",failed,424,US,USD,7/18/21,10/5/21,cat03,scat09
764,6089,Cruz Ltd,Exclusive dynamic adapter," $114,800.00 "," $12,938.00 ",canceled,145,CH,CHF,6/26/20,3/9/21,cat02,scat08
834,4701,Knox-Garner,Automated systemic hierarchy," $83,000.00 "," $101,352.00 ",successful,1152,US,USD,1/19/21,8/26/21,cat04,scat04
2793,5645,Davis-Allen,Digitized eco-centric core," $2,400.00 "," $4,477.00 ",successful,50,US,USD,9/19/20,5/17/21,cat08,scat015
2901,4499,Miller-Patel,Mandatory uniform strategy," $60,400.00 "," $4,393.00 ",failed,151,US,USD,11/21/21,12/19/21,cat06,scat010
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast," $102,900.00 "," $67,546.00 ",failed,1608,US,USD,1/7/21,5/8/21,cat03,scat09
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration," $62,800.00 "," $143,788.00 ",successful,3059,CA,CAD,11/19/20,8/28/21,cat02,scat018
705,1890,Noble-Bailey,Customizable dynamic info-mediaries, $800.00 ," $3,755.00 ",successful,34,US,USD,6/26/20,4/21/21,cat05,scat05
1670,1304,Taylor PLC,Enhanced incremental budgetary management," $7,100.00 "," $9,238.00 ",successful,220,US,USD,5/21/20,2/20/21,cat04,scat04
1159,3799,Holmes PLC,Digitized local info-mediaries," $46,100.00 "," $77,012.00 ",successful,1604,AU,AUD,8/11/20,9/7/21,cat05,scat07
2592,2749,Jones-Martin,Virtual systematic monitoring," $8,100.00 "," $14,083.00 ",successful,454,US,USD,9/21/20,2/11/21,cat02,scat02
1195,2028,Myers LLC,Reactive bottom-line open architecture," $1,700.00 "," $12,202.00 ",successful,123,IT,EUR,7/1/20,4/6/21,cat05,scat011
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model," $97,300.00 "," $62,127.00 ",failed,941,US,USD,5/28/21,7/1/21,cat02,scat08
2432,5721,Bell PLC,Ergonomic eco-centric open architecture, $100.00 , $2.00 ,failed,1,US,USD,10/7/21,11/25/21,cat08,scat015
109,1394,Smith-Schmidt,Inverse radical hierarchy, $900.00 ," $13,772.00 ",successful,299,US,USD,2/5/21,8/8/21,cat04,scat04
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface," $7,300.00 "," $2,946.00 ",failed,40,US,USD,10/28/20,4/20/21,cat05,scat013
1285,5512,Leonard-Mcclain,Virtual foreground throughput," $195,800.00 "," $168,820.00 ",failed,3015,CA,CAD,4/16/21,8/22/21,cat04,scat04
500,2453,Bailey-Boyer,Visionary exuding Internet solution," $48,900.00 "," $154,321.00 ",successful,2237,US,USD,4/7/21,12/19/21,cat04,scat04
2835,6055,Lee LLC,Synchronized secondary analyzer," $29,600.00 "," $26,527.00 ",failed,435,US,USD,3/26/21,8/24/21,cat04,scat04
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism," $39,300.00 "," $71,583.00 ",successful,645,US,USD,3/3/20,3/10/21,cat05,scat05
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core," $3,400.00 "," $12,100.00 ",successful,484,DK,DKK,5/3/21,8/29/21,cat04,scat04
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization," $9,200.00 "," $12,129.00 ",successful,154,CA,CAD,5/4/20,4/29/21,cat05,scat05
1237,5976,Stewart LLC,Secured asymmetric projection," $135,600.00 "," $62,804.00 ",failed,714,US,USD,2/11/21,5/9/21,cat02,scat02
1572,3290,Mcmillan Group,Advanced cohesive Graphic Interface," $153,700.00 "," $55,536.00 ",live,1111,US,USD,3/22/21,12/29/21,cat07,scat021
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function," $7,800.00 "," $8,161.00 ",successful,82,US,USD,3/21/21,6/6/21,cat04,scat04
576,4588,Rodriguez-Scott,Realigned zero tolerance software," $2,100.00 "," $14,046.00 ",successful,134,US,USD,10/14/20,1/17/21,cat06,scat014
563,4785,Rush-Bowers,Persevering analyzing extranet," $189,500.00 "," $117,628.00 ",live,1089,US,USD,4/12/21,12/26/21,cat05,scat011
2201,3033,Davis and Sons,Innovative human-resource migration," $188,200.00 "," $159,405.00 ",failed,5497,US,USD,5/1/21,8/28/21,cat01,scat01
1339,2779,Anderson-Pham,Intuitive needs-based monitoring," $113,500.00 "," $12,552.00 ",failed,418,US,USD,2/1/21,10/8/21,cat04,scat04
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset," $134,600.00 "," $59,007.00 ",failed,1439,US,USD,1/15/21,3/9/21,cat05,scat05
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation," $1,700.00 ", $943.00 ,failed,15,US,USD,5/9/21,6/26/21,cat04,scat04
1739,3429,Jackson PLC,Quality-focused client-server core," $163,700.00 "," $93,963.00 ",failed,1999,CA,CAD,12/9/20,4/7/21,cat05,scat05
2352,1613,Ware-Arias,Upgradable maximized protocol," $113,800.00 "," $140,469.00 ",successful,5203,US,USD,4/28/21,12/10/21,cat03,scat03
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy," $5,000.00 "," $6,423.00 ",successful,94,US,USD,8/8/21,9/1/21,cat04,scat04
298,4439,Thomas-Lopez,User-centric fault-tolerant archive," $9,400.00 "," $6,015.00 ",failed,118,US,USD,12/24/20,3/18/21,cat03,scat09
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user," $8,700.00 "," $11,075.00 ",successful,205,US,USD,9/27/20,3/15/21,cat04,scat04
1003,5799,Jones-Riddle,Self-enabling real-time definition," $147,800.00 "," $15,723.00 ",failed,162,US,USD,10/19/20,7/20/21,cat01,scat01
1653,1419,Schmidt-Gomez,User-centric impactful projection," $5,100.00 "," $2,064.00 ",failed,83,US,USD,6/2/21,9/4/21,cat02,scat08
1549,3059,"Sullivan, Davis and Booth",Vision-oriented actuating hardware," $2,700.00 "," $7,767.00 ",successful,92,US,USD,3/21/21,9/25/21,cat08,scat015
1026,3224,Edwards-Kane,Virtual leadingedge framework," $1,800.00 "," $10,313.00 ",successful,219,US,USD,11/8/20,11/13/21,cat04,scat04
2523,3181,"Hicks, Wall and Webb",Managed discrete framework," $174,500.00 "," $197,018.00 ",successful,2526,US,USD,4/8/20,4/15/21,cat04,scat04
1620,6061,Mayer-Richmond,Progressive zero-defect capability," $101,400.00 "," $47,037.00 ",failed,747,US,USD,6/2/21,6/30/21,cat05,scat011
2594,4466,Robles Ltd,Right-sized demand-driven adapter," $191,000.00 "," $173,191.00 ",canceled,2138,US,USD,2/19/21,6/13/21,cat08,scat015
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame," $8,100.00 "," $5,487.00 ",failed,84,US,USD,4/17/21,11/3/21,cat04,scat04
687,2159,Rosales LLC,Compatible multimedia utilization," $5,100.00 "," $9,817.00 ",successful,94,US,USD,11/7/20,9/6/21,cat04,scat04
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware," $7,700.00 "," $6,369.00 ",failed,91,US,USD,4/9/20,3/11/21,cat04,scat04
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm," $121,400.00 "," $65,755.00 ",failed,792,US,USD,6/12/20,7/9/21,cat05,scat05
3123,5874,Floyd-Sims,Cloned transitional hierarchy," $5,400.00 ", $903.00 ,canceled,10,CA,CAD,7/4/20,2/11/21,cat04,scat04
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage," $152,400.00 "," $178,120.00 ",successful,1713,IT,EUR,8/26/20,8/19/21,cat04,scat04
2349,5490,King-Nguyen,Open-source incremental throughput," $1,300.00 "," $13,678.00 ",successful,249,US,USD,6/25/21,10/1/21,cat02,scat018
516,1922,Hansen Group,Centralized regional interface," $8,100.00 "," $9,969.00 ",successful,192,US,USD,5/21/20,5/10/21,cat05,scat011
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase," $8,300.00 "," $14,827.00 ",successful,247,US,USD,3/29/21,1/21/22,cat04,scat04
1691,4754,Cummings Inc,Digitized transitional monitoring," $28,400.00 "," $100,900.00 ",successful,2293,US,USD,9/22/20,7/9/21,cat05,scat023
1689,3309,Miller-Poole,Networked optimal adapter," $102,500.00 "," $165,954.00 ",successful,3131,US,USD,11/4/20,3/8/21,cat05,scat020
2403,1244,Rodriguez-West,Automated optimal function," $7,000.00 "," $1,744.00 ",failed,32,US,USD,9/24/20,4/9/21,cat03,scat09
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework," $5,400.00 "," $10,731.00 ",successful,143,IT,EUR,3/17/21,8/26/21,cat04,scat04
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk," $9,300.00 "," $3,232.00 ",canceled,90,US,USD,11/15/20,2/14/21,cat04,scat04
3158,4952,Hensley Ltd,Versatile global attitude," $6,200.00 "," $10,938.00 ",successful,296,US,USD,10/28/20,2/27/21,cat02,scat08
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network," $2,100.00 "," $10,739.00 ",successful,170,US,USD,9/11/20,3/12/21,cat04,scat04
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology," $6,800.00 "," $5,579.00 ",failed,186,US,USD,5/11/20,3/29/21,cat03,scat09
956,1932,Harrington-Harper,Self-enabling next generation algorithm," $155,200.00 "," $37,754.00 ",canceled,439,GB,GBP,8/13/20,6/11/21,cat05,scat020
2393,3364,Price and Sons,Object-based demand-driven strategy," $89,900.00 "," $45,384.00 ",failed,605,US,USD,10/9/21,11/29/21,cat07,scat012
3208,5165,Cuevas-Morales,Public-key coherent ability, $900.00 ," $8,703.00 ",successful,86,DK,DKK,11/2/20,4/7/21,cat07,scat012
2530,3858,Delgado-Hatfield,Up-sized composite success, $100.00 , $4.00 ,failed,1,CA,CAD,12/14/20,7/6/21,cat05,scat011
305,4666,Padilla-Porter,Innovative exuding matrix," $148,400.00 "," $182,302.00 ",successful,6286,US,USD,12/31/20,8/20/21,cat02,scat02
1383,2896,Morris Group,Realigned impactful artificial intelligence," $4,800.00 "," $3,045.00 ",failed,31,US,USD,2/14/21,5/9/21,cat05,scat07
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line," $182,400.00 "," $102,749.00 ",failed,1181,US,USD,5/20/20,3/6/21,cat05,scat023
47,5726,Woods Inc,Upgradable upward-trending portal," $4,000.00 "," $1,763.00 ",failed,39,US,USD,11/17/21,12/9/21,cat05,scat07
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product," $116,500.00 "," $137,904.00 ",successful,3727,US,USD,10/14/20,10/6/21,cat04,scat04
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse," $146,400.00 "," $152,438.00 ",successful,1605,US,USD,11/14/21,12/14/21,cat02,scat08
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities," $5,000.00 "," $1,332.00 ",failed,46,US,USD,5/20/21,10/3/21,cat04,scat04
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal," $33,800.00 "," $118,706.00 ",successful,2120,US,USD,1/16/21,8/8/21,cat04,scat04
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk," $6,300.00 "," $5,674.00 ",failed,105,US,USD,2/22/21,4/1/21,cat05,scat05
790,5264,"Rich, Alvarez and King",Business-focused static ability," $2,400.00 "," $4,119.00 ",successful,50,US,USD,2/26/21,8/10/21,cat04,scat04
1103,4606,Terry-Salinas,Networked secondary structure," $98,800.00 "," $139,354.00 ",successful,2080,US,USD,3/21/20,5/13/21,cat05,scat07
969,2043,Wang-Rodriguez,Total multimedia website," $188,800.00 "," $57,734.00 ",failed,535,US,USD,10/13/21,11/2/21,cat07,scat021
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism," $134,300.00 "," $145,265.00 ",successful,2105,US,USD,3/28/20,3/8/21,cat05,scat011
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware," $71,200.00 "," $95,020.00 ",successful,2436,US,USD,9/21/20,2/26/21,cat04,scat04
387,3193,Gonzalez-Robbins,Up-sized responsive protocol," $4,700.00 "," $8,829.00 ",successful,80,US,USD,4/9/21,2/18/22,cat06,scat019
586,1810,Obrien and Sons,Pre-emptive transitional frame," $1,200.00 "," $3,984.00 ",successful,42,US,USD,4/16/21,8/18/21,cat03,scat09
1145,4797,Shaw Ltd,Profit-focused content-based application," $1,400.00 "," $8,053.00 ",successful,139,CA,CAD,6/5/21,8/3/21,cat03,scat03
2776,1487,Hughes Inc,Streamlined neutral analyzer," $4,000.00 "," $1,620.00 ",failed,16,US,USD,1/17/21,1/30/21,cat04,scat04
2099,3474,Olsen-Ryan,Assimilated neutral utilization," $5,600.00 "," $10,328.00 ",successful,159,US,USD,7/13/20,5/4/21,cat05,scat07
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive," $3,600.00 "," $10,289.00 ",successful,381,US,USD,4/16/21,10/13/21,cat03,scat09
343,6074,Perry and Sons,Configurable static help-desk," $3,100.00 "," $9,889.00 ",successful,194,GB,GBP,3/4/21,1/1/22,cat01,scat01
2090,1568,"Turner, Young and Collins",Self-enabling clear-thinking framework," $153,800.00 "," $60,342.00 ",failed,575,US,USD,10/28/20,2/27/21,cat02,scat02
1401,4263,Richardson Inc,Assimilated fault-tolerant capacity," $5,000.00 "," $8,907.00 ",successful,106,US,USD,2/21/21,8/15/21,cat02,scat06
596,5850,Santos-Young,Enhanced neutral ability," $4,000.00 "," $14,606.00 ",successful,142,US,USD,2/3/21,7/14/21,cat05,scat020
1139,5619,Nichols Ltd,Function-based attitude-oriented groupware," $7,400.00 "," $8,432.00 ",successful,211,US,USD,7/2/21,7/18/21,cat06,scat019
2080,1904,Murphy PLC,Optional solution-oriented instruction set," $191,500.00 "," $57,122.00 ",failed,1120,US,USD,6/26/21,10/13/21,cat06,scat014
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core," $8,500.00 "," $4,613.00 ",failed,113,US,USD,7/14/21,8/23/21,cat05,scat023
2806,2150,Lyons LLC,Balanced impactful circuit," $68,800.00 "," $162,603.00 ",successful,2756,US,USD,9/12/20,4/13/21,cat03,scat09
3153,2653,Long-Greene,Future-proofed heuristic encryption," $2,400.00 "," $12,310.00 ",successful,173,GB,GBP,7/27/20,8/21/21,cat01,scat01
2391,2687,Robles-Hudson,Balanced bifurcated leverage," $8,600.00 "," $8,656.00 ",successful,87,US,USD,8/28/21,9/22/21,cat08,scat015
84,3779,Mcclure LLC,Sharable discrete budgetary management," $196,600.00 "," $159,931.00 ",failed,1538,US,USD,6/12/21,12/2/21,cat04,scat04
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set," $4,200.00 ", $689.00 ,failed,9,US,USD,1/21/21,12/30/21,cat06,scat014
2790,4129,Rice-Parker,Down-sized actuating infrastructure," $91,400.00 "," $48,236.00 ",failed,554,US,USD,6/3/20,5/15/21,cat04,scat04
37,3035,Landry Inc,Synergistic cohesive adapter," $29,600.00 "," $77,021.00 ",successful,1572,GB,GBP,6/19/21,6/24/21,cat01,scat01
2981,2069,Richards-Davis,Quality-focused mission-critical structure," $90,600.00 "," $27,844.00 ",failed,648,GB,GBP,6/17/20,5/22/21,cat04,scat04
1730,5469,"Davis, Cox and Fox",Compatible exuding Graphical User Interface," $5,200.00 ", $702.00 ,failed,21,GB,GBP,3/28/21,9/6/21,cat06,scat019
3172,3903,Smith-Wallace,Monitored 24/7 time-frame," $110,300.00 "," $197,024.00 ",successful,2346,US,USD,2/13/21,9/15/21,cat04,scat04
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture," $5,300.00 "," $11,663.00 ",successful,115,US,USD,1/13/21,8/26/21,cat04,scat04
2322,4003,Clark Inc,Down-sized mobile time-frame," $9,200.00 "," $9,339.00 ",successful,85,IT,EUR,6/7/21,9/6/21,cat03,scat09
1095,3565,Young and Sons,Innovative disintermediate encryption," $2,400.00 "," $4,596.00 ",successful,144,US,USD,11/28/20,2/28/21,cat09,scat024
1067,1640,Henson PLC,Universal contextually-based knowledgebase," $56,800.00 "," $173,437.00 ",successful,2443,US,USD,7/24/21,8/8/21,cat01,scat01
2676,4769,Garcia Group,Persevering interactive matrix," $191,000.00 "," $45,831.00 ",canceled,595,US,USD,11/7/20,3/15/21,cat05,scat013
549,3398,"Adams, Walker and Wong",Seamless background framework, $900.00 ," $6,514.00 ",successful,64,US,USD,3/24/20,2/25/21,cat08,scat015
302,1865,Hopkins-Browning,Balanced upward-trending productivity," $2,500.00 "," $13,684.00 ",successful,268,US,USD,5/30/20,6/13/21,cat03,scat09
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution," $3,200.00 "," $13,264.00 ",successful,195,DK,DKK,10/30/20,11/15/21,cat04,scat04
2450,3814,Morales Group,Optimized bi-directional extranet," $183,800.00 "," $1,667.00 ",failed,54,US,USD,5/21/21,1/7/22,cat05,scat011
2310,2942,Lucero Group,Intuitive actuating benchmark," $9,800.00 "," $3,349.00 ",failed,120,US,USD,7/14/20,3/26/21,cat03,scat09
2185,5095,"Smith, Brown and Davis",Devolved background project," $193,400.00 "," $46,317.00 ",failed,579,DK,DKK,12/27/21,1/14/22,cat03,scat03
1929,2878,Hunt Group,Reverse-engineered executive emulation," $163,800.00 "," $78,743.00 ",failed,2072,US,USD,1/8/21,4/13/21,cat05,scat05
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix, $100.00 , $-   ,failed,0,US,USD,6/17/20,6/26/21,cat04,scat04
699,4744,Mccann-Le,Focused coherent methodology," $153,600.00 "," $107,743.00 ",failed,1796,US,USD,2/1/21,7/20/21,cat05,scat05
1926,2104,Johnson Inc,Reduced context-sensitive complexity," $1,300.00 "," $6,889.00 ",successful,186,AU,AUD,6/1/20,3/30/21,cat07,scat012
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame," $25,500.00 "," $45,983.00 ",successful,460,US,USD,4/14/21,12/7/21,cat05,scat07
3136,4807,Smith-Miller,De-engineered cohesive moderator," $7,500.00 "," $6,924.00 ",failed,62,IT,EUR,4/8/21,5/19/21,cat02,scat02
1623,1372,Jensen-Vargas,Ameliorated explicit parallelism," $89,900.00 "," $12,497.00 ",failed,347,US,USD,8/27/20,4/6/21,cat06,scat016
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring," $18,000.00 "," $166,874.00 ",successful,2528,US,USD,8/10/21,8/16/21,cat04,scat04
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management," $2,100.00 ", $837.00 ,failed,19,US,USD,12/26/20,7/3/21,cat03,scat03
2582,1834,Roberts Group,Up-sized radical pricing structure," $172,700.00 "," $193,820.00 ",successful,3657,US,USD,1/6/21,1/4/22,cat04,scat04
595,5853,White LLC,Robust zero-defect project," $168,500.00 "," $119,510.00 ",failed,1258,US,USD,1/1/21,1/22/22,cat04,scat04
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force," $7,800.00 "," $9,289.00 ",successful,131,AU,AUD,6/6/21,7/21/21,cat05,scat07
2551,4148,Smith-Mullins,User-centric intangible neural-net," $147,800.00 "," $35,498.00 ",failed,362,US,USD,12/22/20,12/21/21,cat04,scat04
975,4477,Williams-Walsh,Organized explicit core," $9,100.00 "," $12,678.00 ",successful,239,US,USD,6/26/20,2/13/21,cat07,scat012
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter," $8,300.00 "," $3,260.00 ",canceled,35,US,USD,7/10/21,11/2/21,cat05,scat020
1883,3455,"Sanchez, Bradley and Flores",Centralized motivating capacity," $138,700.00 "," $31,123.00 ",canceled,528,CH,CHF,1/30/21,10/19/21,cat02,scat02
2973,5707,Cox LLC,Phased 24hour flexibility," $8,600.00 "," $4,797.00 ",failed,133,CA,CAD,10/27/20,6/27/21,cat04,scat04
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure," $125,400.00 "," $53,324.00 ",failed,846,US,USD,9/3/20,2/15/21,cat06,scat010
3019,3274,Ramirez LLC,Multi-tiered maximized orchestration," $5,900.00 "," $6,608.00 ",successful,78,US,USD,4/5/21,6/12/21,cat01,scat01
1598,4613,Ramirez Group,Open-architected uniform instruction set," $8,800.00 ", $622.00 ,failed,10,US,USD,12/12/20,6/28/21,cat05,scat011
1898,4465,Marsh-Coleman,Exclusive asymmetric analyzer," $177,700.00 "," $180,802.00 ",successful,1773,US,USD,9/25/20,3/23/21,cat02,scat02
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration, $800.00 ," $3,406.00 ",successful,32,US,USD,8/13/20,5/22/21,cat04,scat04
2775,2100,Wilson Ltd,Function-based multi-state software," $7,600.00 "," $11,061.00 ",successful,369,US,USD,4/1/21,11/7/21,cat05,scat07
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management," $50,500.00 "," $16,389.00 ",failed,191,US,USD,3/12/21,10/24/21,cat05,scat013
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability, $900.00 ," $6,303.00 ",successful,89,US,USD,8/2/20,3/16/21,cat05,scat013
353,3733,Johnson-Contreras,Diverse scalable superstructure," $96,700.00 "," $81,136.00 ",failed,1979,US,USD,6/15/20,5/29/21,cat04,scat04
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse," $2,100.00 "," $1,768.00 ",failed,63,US,USD,5/1/21,9/2/21,cat03,scat09
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture," $8,300.00 "," $12,944.00 ",successful,147,US,USD,9/20/21,9/27/21,cat04,scat04
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal," $189,200.00 "," $188,480.00 ",failed,6080,CA,CAD,5/16/21,7/22/21,cat05,scat011
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix," $9,000.00 "," $7,227.00 ",failed,80,GB,GBP,5/24/20,5/26/21,cat02,scat08
2177,6222,Gallegos Inc,Seamless logistical encryption," $5,100.00 ", $574.00 ,failed,9,US,USD,4/29/20,4/4/21,cat07,scat012
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce," $105,000.00 "," $96,328.00 ",failed,1784,US,USD,5/5/21,5/26/21,cat06,scat014
65,1725,Berry-Richardson,Automated zero tolerance implementation," $186,700.00 "," $178,338.00 ",live,3640,CH,CHF,5/28/20,5/29/21,cat07,scat012
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency," $1,600.00 "," $8,046.00 ",successful,126,CA,CAD,1/25/21,2/5/21,cat04,scat04
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding," $115,600.00 "," $184,086.00 ",successful,2218,GB,GBP,1/4/21,4/11/21,cat02,scat08
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration," $89,100.00 "," $13,385.00 ",failed,243,US,USD,5/23/21,6/25/21,cat05,scat07
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse," $2,600.00 "," $12,533.00 ",successful,202,IT,EUR,1/28/21,1/2/22,cat04,scat04
1451,2565,Shannon-Olson,Enhanced methodical middleware," $9,800.00 "," $14,697.00 ",successful,140,IT,EUR,10/14/20,5/30/21,cat06,scat014
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection," $84,400.00 "," $98,935.00 ",successful,1052,DK,DKK,10/10/20,4/18/21,cat05,scat05
